Varco,Data,Passaggi_24h
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,01/06/2016,11142
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,02/06/2016,5534
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,03/06/2016,8581
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,04/06/2016,6796
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,05/06/2016,5825
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,06/06/2016,10422
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,07/06/2016,10518
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,08/06/2016,10854
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,09/06/2016,10890
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,10/06/2016,11249
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,11/06/2016,7615
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,12/06/2016,5791
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,13/06/2016,10409
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,14/06/2016,10494
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,15/06/2016,10416
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,16/06/2016,10728
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,17/06/2016,10763
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,18/06/2016,7588
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,19/06/2016,5973
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,20/06/2016,10248
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,21/06/2016,10544
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,22/06/2016,10688
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,23/06/2016,10808
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,24/06/2016,10960
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,25/06/2016,7333
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,26/06/2016,5781
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,27/06/2016,10045
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,28/06/2016,10470
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,29/06/2016,10463
S.P. 103 Cassanese Moderna al Km 6+240 Dir. Milano,30/06/2016,10856
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,01/04/2016,11764
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,02/04/2016,8455
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,03/04/2016,6099
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,04/04/2016,10735
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,05/04/2016,11137
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,06/04/2016,11198
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,07/04/2016,11438
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,08/04/2016,11674
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,09/04/2016,8472
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,10/04/2016,6431
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,11/04/2016,10895
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,12/04/2016,11213
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,13/04/2016,11269
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,14/04/2016,11409
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,15/04/2016,11823
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,16/04/2016,8626
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,17/04/2016,6479
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,18/04/2016,10764
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,19/04/2016,10999
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,20/04/2016,11145
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,21/04/2016,11418
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,22/04/2016,11648
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,23/04/2016,8077
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,24/04/2016,5596
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,25/04/2016,5429
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,26/04/2016,11044
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,27/04/2016,11183
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,28/04/2016,11656
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,29/04/2016,11715
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,30/04/2016,8544
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,01/05/2016,5426
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,02/05/2016,10998
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,03/05/2016,11200
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,04/05/2016,11279
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,05/05/2016,11394
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,06/05/2016,11123
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,07/05/2016,8378
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,08/05/2016,6536
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,09/05/2016,10834
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,10/05/2016,11100
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,11/05/2016,10853
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,12/05/2016,11267
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,13/05/2016,11533
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,14/05/2016,8498
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,15/05/2016,6445
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,16/05/2016,10860
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,17/05/2016,11053
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,18/05/2016,11226
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,19/05/2016,11098
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,20/05/2016,11696
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,21/05/2016,8123
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,22/05/2016,6286
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,23/05/2016,10730
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,24/05/2016,11160
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,25/05/2016,11141
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,26/05/2016,11341
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,27/05/2016,11855
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,28/05/2016,8420
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,29/05/2016,6253
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,30/05/2016,10845
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,31/05/2016,11044
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,01/06/2016,11780
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,02/06/2016,6376
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,03/06/2016,9147
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,04/06/2016,7071
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,05/06/2016,5828
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,06/06/2016,10814
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,07/06/2016,10963
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,08/06/2016,11363
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,09/06/2016,11521
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,10/06/2016,11891
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,11/06/2016,8348
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,12/06/2016,6247
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,13/06/2016,10828
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,14/06/2016,10963
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,15/06/2016,11122
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,16/06/2016,11534
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,17/06/2016,11492
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,18/06/2016,8171
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,19/06/2016,6324
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,20/06/2016,10702
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,21/06/2016,11029
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,22/06/2016,10758
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,23/06/2016,10365
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,24/06/2016,10808
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,25/06/2016,7927
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,26/06/2016,5994
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,27/06/2016,10501
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,28/06/2016,10994
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,29/06/2016,11104
S.P. 103 Cassanese Moderna al Km 6+260 Dir. Brescia,30/06/2016,11537
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,01/04/2016,17691
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/04/2016,11450
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/04/2016,9915
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,04/04/2016,17527
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,05/04/2016,17666
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,06/04/2016,17845
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,07/04/2016,17990
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,08/04/2016,18238
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,09/04/2016,11624
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,10/04/2016,10903
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,11/04/2016,17709
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,12/04/2016,17948
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,13/04/2016,18195
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,14/04/2016,18587
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,15/04/2016,18284
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,16/04/2016,11709
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,17/04/2016,9722
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,18/04/2016,17752
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,19/04/2016,17903
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,20/04/2016,17967
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,21/04/2016,18056
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,22/04/2016,18100
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,23/04/2016,10607
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,24/04/2016,9302
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,25/04/2016,11102
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,26/04/2016,17561
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,27/04/2016,17894
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,28/04/2016,18080
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,29/04/2016,18125
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,30/04/2016,11141
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,01/05/2016,8520
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/05/2016,17262
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/05/2016,18096
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,04/05/2016,18177
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,05/05/2016,18278
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,06/05/2016,18271
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,07/05/2016,11850
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,08/05/2016,11763
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,09/05/2016,17474
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,10/05/2016,17924
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,11/05/2016,17386
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,12/05/2016,17903
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,13/05/2016,18310
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,14/05/2016,11480
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,15/05/2016,10807
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,16/05/2016,17613
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,17/05/2016,17759
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,18/05/2016,18185
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,19/05/2016,17812
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,20/05/2016,18323
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,21/05/2016,11602
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,22/05/2016,10914
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,23/05/2016,17432
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,24/05/2016,18133
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,25/05/2016,18676
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,26/05/2016,18445
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,27/05/2016,18442
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,28/05/2016,11374
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,29/05/2016,9207
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,30/05/2016,17391
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,31/05/2016,17739
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,01/06/2016,18294
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,02/06/2016,8468
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,03/06/2016,12605
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,04/06/2016,9629
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,05/06/2016,11844
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,06/06/2016,17127
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,07/06/2016,17478
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,08/06/2016,17861
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,09/06/2016,18117
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,10/06/2016,18308
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,11/06/2016,11198
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,12/06/2016,9737
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,13/06/2016,17499
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,14/06/2016,17461
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,15/06/2016,17753
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,16/06/2016,17961
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,17/06/2016,17119
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,18/06/2016,11312
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,19/06/2016,10734
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,20/06/2016,17001
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,21/06/2016,17978
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,22/06/2016,16660
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,23/06/2016,16500
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,24/06/2016,17401
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,25/06/2016,10552
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,26/06/2016,9189
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,27/06/2016,16704
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,28/06/2016,16747
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,29/06/2016,16032
S.P. 14 Rivoltana al Km 6+965 Dir. Milano,30/06/2016,19001
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,01/04/2016,18777
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/04/2016,12507
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/04/2016,10101
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,04/04/2016,17745
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,05/04/2016,18264
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,06/04/2016,18294
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,07/04/2016,19004
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,08/04/2016,19848
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,09/04/2016,12465
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,10/04/2016,10970
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,11/04/2016,18018
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,12/04/2016,18406
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,13/04/2016,18556
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,14/04/2016,19089
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,15/04/2016,19612
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,16/04/2016,12504
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,17/04/2016,9801
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,18/04/2016,18016
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,19/04/2016,18484
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,20/04/2016,18879
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,21/04/2016,18905
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,22/04/2016,19906
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,23/04/2016,11908
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,24/04/2016,9427
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,25/04/2016,9182
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,26/04/2016,17827
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,27/04/2016,18498
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,28/04/2016,19041
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,29/04/2016,19495
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,30/04/2016,12160
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,01/05/2016,8717
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/05/2016,17490
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/05/2016,18424
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,04/05/2016,18779
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,05/05/2016,19281
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,06/05/2016,19948
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,07/05/2016,12925
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,08/05/2016,10830
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,09/05/2016,17793
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,10/05/2016,18415
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,11/05/2016,15149
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,12/05/2016,5781
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,13/05/2016,15184
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,14/05/2016,12493
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,15/05/2016,10721
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,16/05/2016,18033
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,17/05/2016,18584
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,18/05/2016,19005
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,19/05/2016,18628
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,20/05/2016,20009
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,21/05/2016,12717
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,22/05/2016,10754
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,23/05/2016,17402
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,24/05/2016,18613
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,25/05/2016,19222
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,26/05/2016,19375
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,27/05/2016,19788
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,28/05/2016,12889
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,29/05/2016,9583
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,30/05/2016,17612
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,31/05/2016,18453
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,01/06/2016,20208
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,02/06/2016,9932
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,03/06/2016,13596
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,04/06/2016,10362
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,05/06/2016,9706
S.P. 14 Rivoltana al Km 8+039 Dir. Brescia,06/06/2016,17802
